name,team,match_id,shots,passing,chances,crossing,set_piece,take_ons,tackles,aerial_duels,interceptions,clearance,fouls,cards,throw_ins,blocks,gk,goal,own_goal,date,stadium,league,did_play,did_start,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,score
Zlatan Ibrahimovic,MANUTD,CHELSEAvMANUTD,4,88%,1,1,0,0,0%,67%,3,0,2,0,2,1,0,0,0,23.10.2016,Stamford Bridge,English Premier League,1,1,0,0,2,2,0,8,1,2,1,6,16,17,19,16,16,18,16,25,29,4v0
Marcus Rashford,MANUTD,CHELSEAvMANUTD,2,67%,0,5,0,2,0%,0%,1,1,0,0,1,2,0,0,0,23.10.2016,Stamford Bridge,English Premier League,1,1,0,-1,-1,-3,3,6,3,-8,-9,-12,-19,-21,-22,-20,-20,-20,-18,-17,-21,4v0
Sergio Romero,MANUTD,CHELSEAvMANUTD,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Stamford Bridge,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4v0
Marcos Rojo,MANUTD,CHELSEAvMANUTD,2,90%,1,5,0,1,0%,0%,1,2,1,0,2,1,0,0,0,23.10.2016,Stamford Bridge,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,-10,-11,-6,-7,0,4v0
Matteo Darmian,MANUTD,CHELSEAvMANUTD,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Stamford Bridge,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4v0
Juan Mata,MANUTD,CHELSEAvMANUTD,0,93%,2,4,0,2,0%,0%,0,0,0,0,2,1,0,0,0,23.10.2016,Stamford Bridge,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,12,13,23,24,24,4v0
Michael Carrick,MANUTD,CHELSEAvMANUTD,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Stamford Bridge,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4v0
Ashley Young,MANUTD,CHELSEAvMANUTD,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Stamford Bridge,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4v0
Anthony Martial,MANUTD,CHELSEAvMANUTD,0,100%,2,0,0,0,0%,0%,0,0,2,0,0,0,0,0,0,23.10.2016,Stamford Bridge,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,-1,-3,4v0
Claudio Bravo,MANCITY,MANCITYvS'HAMPTON,0,86%,0,0,0,0,0%,0%,0,1,0,0,0,0,1,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,1,1,2,3,2,-37,-37,-36,-36,-37,-32,-32,-32,-26,-16,-15,-10,-8,1v1
Vincent Kompany,MANCITY,MANCITYvS'HAMPTON,0,88%,0,0,0,0,25%,33%,0,2,4,1,1,1,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,3,7,8,7,7,0,2,4,3,6,1,-10,-11,-12,-9,-8,-8,-10,1v1
Aleksandar Kolarov,MANCITY,MANCITYvS'HAMPTON,1,81%,0,2,0,0,0%,100%,2,5,1,1,8,2,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,3,4,3,5,8,3,3,4,4,-11,-11,-11,-14,-15,-12,-9,-2,2,1v1
John Stones,MANCITY,MANCITYvS'HAMPTON,0,84%,1,0,0,1,75%,57%,1,6,1,0,11,6,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,4,-1,1,6,7,-17,-21,-19,-16,-17,-20,-17,-15,-17,-16,-14,-14,-3,1v1
Ilkay G_ndogan,MANCITY,MANCITYvS'HAMPTON,2,95%,4,1,0,2,0%,0%,0,2,1,0,0,2,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,0,2,3,7,9,12,14,14,20,23,25,22,22,34,39,41,44,40,1v1
Kevin De Bruyne,MANCITY,MANCITYvS'HAMPTON,0,67%,0,3,0,0,0%,100%,0,0,0,0,1,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-2,-2,-4,-3,-6,-5,-11,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1v1
Leroy San,MANCITY,MANCITYvS'HAMPTON,0,80%,2,2,0,2,33%,0%,2,1,0,0,0,1,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,0,2,-2,-4,-17,-16,-27,-18,-19,-22,-8,-3,-3,1,-6,-8,-4,-4,1v1
David Silva,MANCITY,MANCITYvS'HAMPTON,1,89%,1,7,0,0,100%,100%,0,0,0,0,3,3,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,2,1,0,-1,6,5,7,6,7,6,9,12,12,15,21,26,29,31,1v1
Fernandinho,MANCITY,MANCITYvS'HAMPTON,1,86%,1,1,0,1,50%,50%,2,0,1,0,0,1,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,10,14,8,12,11,11,10,12,16,23,38,39,39,40,32,31,31,39,1v1
Raheem Sterling,MANCITY,MANCITYvS'HAMPTON,2,67%,1,6,0,7,40%,0%,2,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,0,-6,-6,-6,-8,-8,-8,-7,-10,-16,-23,-25,-28,-38,-33,-27,-25,0,1v1
Sergio Ag_ero,MANCITY,MANCITYvS'HAMPTON,3,85%,0,0,0,10,0%,0%,0,0,2,1,0,2,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,1,2,-1,-4,-6,-5,-4,-4,-7,-9,-3,-25,-25,-28,-24,-23,-23,-29,1v1
Willy Caballero,MANCITY,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Ga_l Clichy,MANCITY,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Nicols Otamendi,MANCITY,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Fernando,MANCITY,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Jes_s Navas,MANCITY,MANCITYvS'HAMPTON,0,50%,0,2,0,0,0%,0%,1,0,1,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,1v1
Nolito,MANCITY,MANCITYvS'HAMPTON,0,100%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1v1
Kelechi Iheanacho,MANCITY,MANCITYvS'HAMPTON,4,67%,1,0,0,3,0%,33%,0,0,0,0,0,0,0,1,0,23.10.2016,Etihad Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,-3,26,27,26,30,29,32,30,53,1v1
Fraser Forster,S'HAMPTON,MANCITYvS'HAMPTON,0,45%,0,0,0,0,0%,0%,0,0,0,1,0,0,2,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,4,6,6,6,6,5,5,4,0,2,-14,-14,-15,-7,2,3,2,-14,1v1
Jos Fonte,S'HAMPTON,MANCITYvS'HAMPTON,0,77%,0,0,0,0,0%,50%,5,11,1,0,0,2,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-1,-1,5,4,5,7,11,21,21,21,9,8,11,15,15,15,15,25,1v1
Cuco Martina,S'HAMPTON,MANCITYvS'HAMPTON,0,71%,0,1,0,0,50%,0%,2,4,0,0,11,2,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-1,3,4,4,4,4,3,5,7,7,0,0,0,0,1,3,-1,0,1v1
Virgil van Dijk,S'HAMPTON,MANCITYvS'HAMPTON,0,74%,0,0,0,1,38%,100%,1,10,0,0,0,5,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,1,2,3,7,9,12,17,17,16,21,17,23,28,28,30,30,24,34,1v1
Jordy Clasie,S'HAMPTON,MANCITYvS'HAMPTON,2,68%,0,0,0,0,17%,0%,1,0,2,1,0,3,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-2,0,-1,-3,-3,-3,-2,-3,-26,-19,-18,-19,-21,-21,-21,-21,-21,-27,1v1
Steven Davis,S'HAMPTON,MANCITYvS'HAMPTON,1,78%,0,1,0,0,25%,0%,1,3,1,0,0,4,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-1,-1,-1,1,2,3,2,-6,-1,-11,-10,-12,-12,-18,-16,-21,-20,-23,1v1
Dusan Tadic,S'HAMPTON,MANCITYvS'HAMPTON,0,60%,0,8,0,3,0%,0%,0,0,1,0,0,1,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-13,-16,-17,-15,-14,-15,-13,-17,-18,-18,-17,-18,-20,-20,-20,-20,-20,-21,1v1
Oriol Romeu,S'HAMPTON,MANCITYvS'HAMPTON,0,74%,1,0,0,0,35%,0%,3,1,3,1,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-3,-9,-8,-7,-8,-8,-8,-9,-13,-10,-25,-26,-22,-15,-17,-24,-23,-42,1v1
Nathan Redmond,S'HAMPTON,MANCITYvS'HAMPTON,1,84%,1,0,0,4,67%,0%,1,1,0,0,0,2,0,1,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,4,3,3,7,5,49,49,48,53,48,49,53,55,55,55,56,56,58,1v1
Sam McQueen,S'HAMPTON,MANCITYvS'HAMPTON,0,69%,0,1,0,0,83%,75%,3,6,2,0,10,2,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,-1,-1,1,0,4,4,6,7,5,8,10,15,13,17,17,16,17,24,1v1
Charlie Austin,S'HAMPTON,MANCITYvS'HAMPTON,1,45%,0,1,0,1,100%,54%,1,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,1,0,0,-1,1,1,4,0,-2,-7,-10,-6,-1,-2,-4,-4,2,-2,0,0,1v1
Alex McCarthy,S'HAMPTON,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Maya Yoshida,S'HAMPTON,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Jack Stephens,S'HAMPTON,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
James Ward-Prowse,S'HAMPTON,MANCITYvS'HAMPTON,0,43%,0,1,0,0,100%,0%,0,1,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-6,1v1
Sofiane Boufal,S'HAMPTON,MANCITYvS'HAMPTON,1,91%,1,0,0,2,0%,0%,0,1,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,9,1v1
Pierre-Emile Hjbjerg,S'HAMPTON,MANCITYvS'HAMPTON,0,94%,0,0,0,2,33%,100%,0,1,0,0,0,4,0,0,0,23.10.2016,Etihad Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-5,-15,-16,-10,1v1
Jay Rodriguez,S'HAMPTON,MANCITYvS'HAMPTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,23.10.2016,Etihad Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1v1
Loris Karius,LIVERPOOL,LIVERPOOLvWBA,0,76%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,1,1,1,2,7,7,8,9,10,11,10,10,10,11,11,11,-5,-4,2v1
Nathaniel Clyne,LIVERPOOL,LIVERPOOLvWBA,1,87%,0,3,0,2,33%,50%,1,2,0,0,8,3,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,2,-1,0,2,3,2,7,7,9,9,11,11,3,3,0,0,-6,-3,2v1
Dejan Lovren,LIVERPOOL,LIVERPOOLvWBA,1,88%,0,0,0,0,0%,80%,1,6,0,0,0,1,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,7,7,11,13,13,18,16,19,19,18,20,29,31,36,31,31,27,32,2v1
Joel Matip,LIVERPOOL,LIVERPOOLvWBA,0,86%,1,0,0,0,40%,60%,1,12,1,0,0,1,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,4,8,9,15,16,18,18,24,25,30,32,32,32,35,36,39,36,32,2v1
James Milner,LIVERPOOL,LIVERPOOLvWBA,2,82%,1,6,0,0,33%,60%,2,1,1,0,5,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,2,4,1,0,-6,-5,-6,-6,-5,-6,-5,2,2,12,17,14,6,1,2v1
Philippe Coutinho,LIVERPOOL,LIVERPOOLvWBA,6,86%,3,2,0,4,33%,100%,0,0,0,0,0,0,0,1,0,22.10.2016,Anfield,English Premier League,1,1,0,2,11,18,26,30,31,74,76,85,91,92,104,105,112,113,113,116,116,2v1
Jordan Henderson,LIVERPOOL,LIVERPOOLvWBA,0,88%,1,6,0,0,50%,71%,1,1,0,1,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,2,3,7,14,15,16,22,24,23,26,25,20,24,25,23,21,19,7,2v1
Sadio Man,LIVERPOOL,LIVERPOOLvWBA,2,80%,3,1,0,1,33%,25%,0,0,2,0,1,0,0,1,0,22.10.2016,Anfield,English Premier League,1,1,0,-5,-5,-7,25,25,24,42,43,44,48,48,44,51,51,57,57,64,60,2v1
Adam Lallana,LIVERPOOL,LIVERPOOLvWBA,1,85%,0,2,0,6,50%,0%,0,0,0,0,1,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,0,-4,0,1,3,4,4,7,9,7,9,7,4,2,5,5,5,6,2v1
Emre Can,LIVERPOOL,LIVERPOOLvWBA,3,79%,2,1,0,1,0%,78%,2,2,1,0,0,2,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,3,-1,3,2,2,7,9,10,16,21,22,23,19,22,23,28,30,26,2v1
Roberto Firmino,LIVERPOOL,LIVERPOOLvWBA,4,83%,4,2,0,3,0%,50%,1,2,4,0,1,1,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,0,-6,-1,16,10,10,13,12,11,11,13,26,26,34,28,23,41,51,2v1
Simon Mignolet,LIVERPOOL,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Ragnar Klavan,LIVERPOOL,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Alberto Moreno,LIVERPOOL,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Georginio Wijnaldum,LIVERPOOL,LIVERPOOLvWBA,1,80%,1,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2v1
Lucas Leiva,LIVERPOOL,LIVERPOOLvWBA,0,100%,0,0,0,0,0%,0%,0,1,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Daniel Sturridge,LIVERPOOL,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Divock Origi,LIVERPOOL,LIVERPOOLvWBA,0,100%,1,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2v1
Ben Foster,WBA,LIVERPOOLvWBA,0,52%,0,0,0,0,0%,0%,0,0,0,0,0,0,6,0,0,22.10.2016,Anfield,English Premier League,1,1,0,-1,-1,-2,-20,-11,-12,-29,-31,-32,-29,-30,-29,-30,-29,-29,-29,-3,0,2v1
Nyom,WBA,LIVERPOOLvWBA,0,56%,0,2,0,1,25%,100%,4,6,2,0,9,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,0,-1,3,-4,-4,-4,-12,-13,-16,-13,-12,-6,-7,-6,-7,-1,-1,2,2v1
Jonas Olsson,WBA,LIVERPOOLvWBA,0,63%,0,0,0,1,0%,40%,0,5,1,0,0,1,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,2,5,-2,-12,-12,-12,-21,-21,-23,-22,-24,-25,-24,-21,-21,-20,-19,-15,2v1
Gareth McAuley,WBA,LIVERPOOLvWBA,1,62%,1,0,1,1,33%,86%,2,6,1,0,0,2,0,1,0,22.10.2016,Anfield,English Premier League,1,1,0,0,4,4,2,10,10,4,8,11,11,8,13,14,12,16,18,64,70,2v1
Craig Dawson,WBA,LIVERPOOLvWBA,0,70%,1,4,0,0,0%,50%,1,2,1,0,7,2,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,2,2,2,-4,-1,-1,-14,-14,-16,-12,-9,-9,-11,-14,-14,-14,-14,-7,2v1
Claudio Yacob,WBA,LIVERPOOLvWBA,0,80%,0,0,0,0,50%,0%,3,0,1,1,0,2,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,-1,10,9,14,14,15,13,14,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2v1
Matt Phillips,WBA,LIVERPOOLvWBA,0,80%,0,1,0,2,0%,0%,1,1,0,0,0,2,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,-1,2,-1,-4,-4,-6,-6,-6,-16,-19,-19,-19,-19,-19,-19,-19,-19,-19,2v1
James McClean,WBA,LIVERPOOLvWBA,0,50%,0,1,0,3,50%,0%,0,1,3,1,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,0,-7,-7,-9,-8,-9,-13,-20,-23,-26,-26,-37,-34,-34,-34,-34,-34,-34,2v1
Nacer Chadli,WBA,LIVERPOOLvWBA,2,84%,0,0,0,1,25%,33%,0,1,0,0,0,2,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,-1,-1,-11,-11,-11,-11,-7,-7,-4,-8,-9,-10,-12,-17,-16,-14,-17,-17,2v1
Darren Fletcher,WBA,LIVERPOOLvWBA,0,74%,0,1,0,2,33%,0%,1,2,3,0,0,2,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,-3,-6,-13,-16,-9,-12,-32,-32,-36,-36,-36,-36,-36,-40,-43,-39,-38,-36,2v1
Salom_n Rond_n,WBA,LIVERPOOLvWBA,2,68%,0,0,0,2,0%,27%,0,1,1,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,1,0,-2,-3,-2,-2,0,-1,0,-1,-3,-5,-7,-7,-7,-9,-12,-2,-4,-13,2v1
Boaz Myhill,WBA,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Brendan Galloway,WBA,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
James Morrison,WBA,LIVERPOOLvWBA,1,73%,0,0,0,0,50%,0%,1,0,0,1,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-5,-4,-16,-10,-21,-15,2v1
Craig Gardner,WBA,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Chris Brunt,WBA,LIVERPOOLvWBA,0,45%,0,5,0,1,0%,100%,1,2,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7,3,3,1,5,7,2v1
Jonathan Leko,WBA,LIVERPOOLvWBA,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Anfield,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Hal Robson-Kanu,WBA,LIVERPOOLvWBA,1,85%,2,0,0,2,100%,0%,0,1,0,0,0,2,0,0,0,22.10.2016,Anfield,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,14,30,35,2v1
Petr Cech,ARSENAL,ARSENALvM'BROUGH,0,79%,0,0,0,0,0%,0%,0,0,0,0,0,0,4,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,1,2,4,13,19,24,34,34,37,39,40,50,52,54,56,57,58,61,0v0
Laurent Koscielny,ARSENAL,ARSENALvM'BROUGH,0,81%,0,0,0,0,100%,70%,4,4,0,0,2,2,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,7,9,11,0,-1,3,2,7,9,11,12,17,21,23,25,24,30,44,0v0
Nacho Monreal,ARSENAL,ARSENALvM'BROUGH,0,85%,0,5,0,2,0%,14%,2,2,1,0,9,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,3,3,7,6,8,7,4,4,7,11,12,11,6,6,3,5,6,11,0v0
Shkodran Mustafi,ARSENAL,ARSENALvM'BROUGH,1,85%,0,3,0,1,0%,56%,1,3,1,1,1,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,0,3,1,-1,-2,1,1,4,3,3,7,21,6,10,14,15,17,17,0v0
Hctor Beller_n,ARSENAL,ARSENALvM'BROUGH,0,87%,0,3,0,3,50%,0%,3,3,2,0,10,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,6,7,9,8,9,3,2,3,9,11,13,22,22,23,28,36,43,50,0v0
Mesut _zil,ARSENAL,ARSENALvM'BROUGH,1,78%,1,8,0,1,0%,100%,0,1,0,0,1,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,-2,-2,-2,0,4,3,-13,-12,-13,-11,-8,-19,-18,-17,-14,-12,-7,-10,0v0
Alex Iwobi,ARSENAL,ARSENALvM'BROUGH,0,83%,2,1,0,3,0%,0%,0,0,0,0,0,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,4,8,6,5,4,4,-1,0,-2,-3,-3,1,0,1,1,1,1,1,0v0
Francis Coquelin,ARSENAL,ARSENALvM'BROUGH,0,90%,0,0,0,1,33%,75%,1,0,0,0,0,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,6,4,8,9,14,14,18,22,19,19,21,17,17,26,28,29,29,31,0v0
Mohamed Elneny,ARSENAL,ARSENALvM'BROUGH,1,95%,1,2,0,0,60%,33%,1,0,1,0,1,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,5,1,4,7,10,11,12,11,20,21,31,34,37,33,34,34,34,34,0v0
Alexis Snchez,ARSENAL,ARSENALvM'BROUGH,4,74%,0,0,0,6,0%,0%,0,0,1,0,0,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,-4,0,0,1,9,9,9,12,12,15,24,23,18,24,25,21,19,16,0v0
Theo Walcott,ARSENAL,ARSENALvM'BROUGH,3,83%,1,5,0,7,0%,33%,1,3,0,0,1,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,2,1,-1,2,-2,6,6,6,11,7,7,8,9,13,19,27,46,51,0v0
David Ospina,ARSENAL,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Kieran Gibbs,ARSENAL,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Gabriel,ARSENAL,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Alex Oxlade-Chamberlain,ARSENAL,ARSENALvM'BROUGH,0,91%,0,2,0,1,0%,0%,1,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,10,0v0
Jeff Reine-Adelaide,ARSENAL,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Ainsley Maitland-Niles,ARSENAL,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Lucas Prez,ARSENAL,ARSENALvM'BROUGH,0,79%,1,0,0,1,0%,0%,0,0,0,0,1,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-1,0,0v0
V_ctor Valds,M'BROUGH,ARSENALvM'BROUGH,0,32%,0,0,0,0,0%,0%,0,1,0,0,0,0,10,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,0,2,2,2,10,10,11,12,14,6,14,20,20,26,38,41,58,62,0v0
