name,team,match_id,shots,passing,chances,crossing,set_piece,take_ons,tackles,aerial_duels,interceptions,clearance,fouls,cards,throw_ins,blocks,gk,goal,own_goal,date,stadium,league,did_play,did_start,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,score
George Friend,M'BROUGH,ARSENALvM'BROUGH,0,54%,0,0,0,0,20%,40%,1,3,0,0,3,3,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,-3,-7,-2,-1,-2,-1,0,1,-6,1,1,4,5,6,7,1,1,-22,0v0
Daniel Ayala,M'BROUGH,ARSENALvM'BROUGH,0,57%,0,0,0,0,0%,100%,1,7,2,0,0,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,2,2,-1,0,1,2,2,4,7,4,5,7,8,8,13,14,15,27,0v0
Ben Gibson,M'BROUGH,ARSENALvM'BROUGH,0,59%,0,0,0,2,0%,100%,1,5,0,0,0,2,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,1,-1,0,1,3,-6,5,6,5,5,11,14,14,17,17,18,22,24,0v0
Antonio Barragn,M'BROUGH,ARSENALvM'BROUGH,0,67%,0,3,0,0,25%,50%,1,10,2,0,7,7,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,1,8,8,12,12,12,11,10,12,10,11,11,12,14,17,16,18,17,0v0
Adam Clayton,M'BROUGH,ARSENALvM'BROUGH,0,69%,1,0,0,2,33%,50%,1,3,3,0,0,4,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,3,-2,-1,-1,1,1,0,2,1,2,-1,7,7,5,5,6,12,7,0v0
Marten de Roon,M'BROUGH,ARSENALvM'BROUGH,0,76%,0,2,0,0,0%,33%,3,0,1,0,0,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,-2,3,3,3,4,1,2,2,3,0,-3,-11,-11,-7,-7,-7,-7,-3,0v0
Gast_n Ram_rez,M'BROUGH,ARSENALvM'BROUGH,3,63%,2,5,0,0,33%,0%,1,4,2,0,0,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,-6,-6,-10,-5,-9,8,15,6,8,8,8,17,20,5,6,2,-14,-14,0v0
Adam Forshaw,M'BROUGH,ARSENALvM'BROUGH,1,75%,0,1,0,1,40%,0%,0,3,1,0,1,1,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,1,-1,-2,3,1,3,2,3,3,4,4,1,4,3,0,1,2,-3,0v0
Adama Traor,M'BROUGH,ARSENALvM'BROUGH,2,40%,1,2,0,2,100%,50%,1,3,1,0,0,3,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,0,0,-4,7,2,5,11,11,9,7,7,18,19,21,21,20,20,24,0v0
lvaro Negredo,M'BROUGH,ARSENALvM'BROUGH,5,52%,1,0,0,1,0%,56%,2,4,1,0,0,2,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,1,0,2,4,3,7,10,15,27,27,27,26,22,31,26,26,28,26,24,21,0v0
Brad Guzan,M'BROUGH,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Fabio,M'BROUGH,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Bernardo,M'BROUGH,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Stewart Downing,M'BROUGH,ARSENALvM'BROUGH,0,25%,1,0,0,0,0%,0%,0,1,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0v0
Julien de Sart,M'BROUGH,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Cristhian Stuani,M'BROUGH,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,100%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0v0
David Nugent,M'BROUGH,ARSENALvM'BROUGH,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Emirates Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v0
Tom Heaton,BURNLEY,BURNLEYvEVERTON,0,33%,0,0,0,0,0%,0%,1,0,0,0,0,0,8,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,9,10,13,21,20,20,21,21,19,27,27,10,11,11,16,26,33,31,2v1
Matthew Lowton,BURNLEY,BURNLEYvEVERTON,0,41%,0,5,0,0,100%,33%,0,12,1,0,11,2,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,2,0,1,0,0,2,1,0,-1,2,2,-5,-4,-5,-5,1,-1,2,2v1
Michael Keane,BURNLEY,BURNLEYvEVERTON,0,75%,0,0,0,0,100%,100%,7,12,1,0,0,6,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,3,2,7,7,8,3,4,5,6,9,15,7,7,19,27,41,41,54,2v1
Ben Mee,BURNLEY,BURNLEYvEVERTON,0,57%,0,1,0,0,50%,63%,3,11,1,0,0,3,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-12,-13,-11,-6,-7,-9,0,2,6,0,4,-3,-2,-2,-2,-2,-1,0,2v1
Stephen Ward,BURNLEY,BURNLEYvEVERTON,0,61%,0,3,0,0,0%,0%,3,6,0,0,6,1,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-6,-4,-1,-1,0,0,2,2,3,-2,-6,-11,-12,-13,-17,-9,-9,-9,2v1
Dean Marney,BURNLEY,BURNLEYvEVERTON,0,85%,0,0,0,0,0%,0%,2,2,2,0,0,3,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,0,0,1,5,4,5,7,7,-10,-9,-14,-4,-1,-1,0,0,0,2v1
Michael Kightly,BURNLEY,BURNLEYvEVERTON,1,55%,0,4,0,0,50%,0%,0,2,2,0,0,2,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-5,-10,-16,-20,-20,-27,-29,-30,-25,-28,-29,-28,-20,-20,-24,-24,-24,-21,2v1
Jeff Hendrick,BURNLEY,BURNLEYvEVERTON,1,84%,0,0,0,0,0%,0%,3,2,3,1,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-5,-5,-6,-6,-5,-5,-18,-22,-18,-21,-21,-18,-21,-29,-29,-28,-23,-15,2v1
Johann Berg Gudmundsson,BURNLEY,BURNLEYvEVERTON,2,58%,1,5,0,1,50%,0%,2,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,14,13,14,13,13,12,13,11,3,0,0,2,5,6,-1,-1,11,2v1
Scott Arfield,BURNLEY,BURNLEYvEVERTON,4,77%,1,1,1,2,0%,0%,2,3,4,1,0,3,0,1,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-2,7,8,-6,0,0,2,12,10,10,10,13,4,2,2,-4,-4,37,2v1
Sam Vokes,BURNLEY,BURNLEYvEVERTON,2,42%,1,0,0,0,0%,46%,0,3,1,0,0,1,0,1,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-1,0,7,6,15,14,14,45,44,44,44,39,39,39,39,36,36,35,2v1
Paul Robinson,BURNLEY,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Jon Flanagan,BURNLEY,BURNLEYvEVERTON,0,100%,0,0,0,0,50%,0%,0,1,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,2v1
James Tarkowski,BURNLEY,BURNLEYvEVERTON,0,86%,0,0,0,0,0%,100%,0,3,1,0,0,1,0,0,0,22.10.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-7,-1,2v1
Tendayi Darikwa,BURNLEY,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Kevin Long,BURNLEY,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Aiden O'Neill,BURNLEY,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Patrick Bamford,BURNLEY,BURNLEYvEVERTON,0,67%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2v1
Maarten Stekelenburg,EVERTON,BURNLEYvEVERTON,0,74%,0,0,0,0,0%,100%,0,1,0,0,0,0,2,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,-1,4,10,17,18,21,-12,-11,-10,-10,-9,-9,-9,-9,-8,-8,-27,2v1
Ashley Williams,EVERTON,BURNLEYvEVERTON,1,88%,1,0,0,0,0%,50%,1,9,3,0,0,4,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,-2,-1,0,6,8,9,-2,-3,-1,0,-2,3,2,3,7,15,12,2v1
Phil Jagielka,EVERTON,BURNLEYvEVERTON,0,76%,0,0,0,0,0%,80%,2,9,0,0,0,1,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,7,10,11,13,14,12,8,-1,10,13,15,13,15,17,14,18,19,11,2v1
Bryan Oviedo,EVERTON,BURNLEYvEVERTON,0,84%,2,1,0,1,100%,100%,1,2,1,0,3,2,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,3,4,13,13,13,13,10,11,14,13,18,15,18,19,23,23,12,2v1
Seamus Coleman,EVERTON,BURNLEYvEVERTON,1,80%,0,3,0,3,50%,50%,1,2,2,1,15,2,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,-2,4,14,15,14,18,10,-7,7,7,7,8,6,6,9,6,-15,2v1
Ross Barkley,EVERTON,BURNLEYvEVERTON,4,81%,1,2,0,1,100%,50%,0,1,0,0,0,1,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,0,2,2,7,9,13,14,17,16,27,37,41,41,39,39,36,37,46,2v1
Kevin Mirallas,EVERTON,BURNLEYvEVERTON,5,85%,0,5,0,1,0%,100%,0,1,1,0,0,1,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,14,12,9,9,21,21,19,18,17,26,34,37,39,39,48,48,48,48,2v1
Idrissa Gueye,EVERTON,BURNLEYvEVERTON,3,94%,0,2,0,0,50%,100%,1,0,2,1,0,1,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,9,9,6,11,11,1,4,5,5,8,12,22,24,24,32,45,45,44,2v1
Gareth Barry,EVERTON,BURNLEYvEVERTON,0,77%,2,3,0,1,0%,33%,4,1,5,1,0,2,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,6,7,5,10,9,8,10,13,14,19,24,20,21,19,18,18,18,4,2v1
Romelu Lukaku,EVERTON,BURNLEYvEVERTON,2,80%,5,0,0,4,0%,22%,0,1,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,1,0,10,9,14,14,16,17,12,11,14,18,21,48,50,48,49,47,47,40,2v1
Yannick Bolasie,EVERTON,BURNLEYvEVERTON,5,79%,1,10,0,6,0%,100%,1,0,0,0,0,0,0,1,0,22.10.2016,Turf Moor,English Premier League,1,1,0,-6,-6,-7,-9,2,2,3,3,10,11,9,43,41,48,52,62,62,55,2v1
Joel Robles,EVERTON,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Ramiro Funes Mori,EVERTON,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Mason Holgate,EVERTON,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Aaron Lennon,EVERTON,BURNLEYvEVERTON,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
Tom Cleverley,EVERTON,BURNLEYvEVERTON,0,100%,0,0,0,0,0%,0%,0,0,1,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2v1
Gerard Deulofeu,EVERTON,BURNLEYvEVERTON,0,82%,1,6,0,2,0%,0%,0,0,0,0,1,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,2v1
Enner Valencia,EVERTON,BURNLEYvEVERTON,0,100%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,Turf Moor,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2v1
David Marshall,HULLCITY,HULLCITYvSTOKE,0,44%,0,0,0,0,0%,0%,0,0,0,0,0,0,6,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-1,-2,-2,-2,-2,-12,-13,-14,-14,-31,-31,-32,-28,-20,-11,-7,-7,-6,0v2
Curtis Davies,HULLCITY,HULLCITYvSTOKE,0,82%,0,1,0,1,25%,55%,1,8,2,0,0,4,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-2,-2,-3,-3,-1,-1,-1,0,0,-4,-4,-3,-3,-2,-3,-2,3,9,0v2
Michael Dawson,HULLCITY,HULLCITYvSTOKE,0,88%,0,0,0,0,100%,100%,1,7,0,0,1,2,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,3,4,5,7,3,4,4,10,6,10,12,13,13,14,12,14,15,0v2
Ahmed Elmohamady,HULLCITY,HULLCITYvSTOKE,0,75%,0,6,0,0,40%,100%,5,6,1,0,13,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,4,4,10,19,22,21,23,22,19,12,11,8,-7,-7,-7,-7,-5,-11,0v2
David Meyler,HULLCITY,HULLCITYvSTOKE,0,59%,0,0,0,0,25%,0%,1,2,0,0,0,2,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,-6,-16,-15,-12,-11,-16,-20,-15,-20,-31,-31,-31,-31,-31,-31,-31,-31,0v2
Tom Huddlestone,HULLCITY,HULLCITYvSTOKE,0,78%,1,1,0,0,50%,0%,2,2,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-1,2,0,6,7,8,8,-3,2,3,0,4,6,6,6,6,6,6,0v2
Robert Snodgrass,HULLCITY,HULLCITYvSTOKE,0,93%,0,5,0,0,0%,0%,1,0,2,0,2,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,0,-1,-2,-4,-3,0,0,-6,-6,-7,-8,-10,-9,-8,-6,-13,-17,0v2
Sam Clucas,HULLCITY,HULLCITYvSTOKE,0,81%,2,6,0,2,40%,0%,0,6,0,1,8,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-1,0,0,3,5,-1,3,6,7,1,-1,0,-13,-11,-11,-10,-19,-16,0v2
Jake Livermore,HULLCITY,HULLCITYvSTOKE,1,92%,0,0,0,0,33%,50%,1,2,3,0,0,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,1,3,3,4,5,5,4,4,4,11,11,13,15,12,13,14,14,0v2
Ryan Mason,HULLCITY,HULLCITYvSTOKE,1,88%,2,3,0,0,60%,0%,2,1,3,1,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,1,7,4,14,13,19,19,17,15,16,12,12,13,12,2,2,1,0v2
Will Keane,HULLCITY,HULLCITYvSTOKE,3,80%,1,1,0,0,0%,33%,0,0,3,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-5,-5,1,-8,-10,-10,-17,-26,-33,-36,-41,-44,-44,-44,-44,-44,-44,-44,0v2
Eldin Jakupovic,HULLCITY,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Harry Maguire,HULLCITY,HULLCITYvSTOKE,0,67%,0,0,0,0,100%,100%,0,3,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,11,0v2
Josh Tymon,HULLCITY,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Shaun Maloney,HULLCITY,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
James Weir,HULLCITY,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Abel Hernndez,HULLCITY,HULLCITYvSTOKE,4,86%,1,0,0,0,0%,25%,0,0,1,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6,7,5,5,2,2,0v2
Adama Diomande,HULLCITY,HULLCITYvSTOKE,0,100%,0,0,0,1,0%,0%,0,1,1,0,0,2,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,4,5,0v2
Lee Grant,STOKE,HULLCITYvSTOKE,0,56%,0,0,0,0,0%,0%,0,0,0,0,0,0,4,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,1,1,8,10,12,12,15,24,25,26,25,28,28,27,27,29,37,0v2
Phil Bardsley,STOKE,HULLCITYvSTOKE,1,69%,0,1,0,1,50%,0%,1,5,0,0,4,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-2,-2,-1,0,1,-1,-6,-6,-8,-5,3,5,6,0,-1,4,5,6,0v2
Erik Pieters,STOKE,HULLCITYvSTOKE,0,80%,0,2,0,1,67%,60%,1,6,0,0,11,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,1,-5,-5,-2,2,3,4,6,13,13,18,27,29,30,31,32,34,36,0v2
Bruno Martins Indi,STOKE,HULLCITYvSTOKE,0,85%,0,0,0,0,0%,50%,2,6,1,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-1,5,5,5,7,7,9,13,20,21,23,26,25,28,28,29,27,24,0v2
Ryan Shawcross,STOKE,HULLCITYvSTOKE,1,82%,1,0,0,0,50%,60%,0,7,1,0,1,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,4,4,8,10,10,27,29,36,36,37,36,37,36,46,47,47,48,49,0v2
Geoff Cameron,STOKE,HULLCITYvSTOKE,0,80%,1,0,0,1,100%,100%,4,2,0,0,0,4,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,7,8,12,16,15,19,16,25,28,27,35,34,34,35,43,41,41,47,0v2
Joe Allen,STOKE,HULLCITYvSTOKE,2,90%,1,0,0,2,43%,0%,2,0,2,0,0,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,3,4,3,2,3,4,5,10,8,8,12,15,31,28,35,25,22,23,0v2
Glenn Whelan,STOKE,HULLCITYvSTOKE,0,85%,1,0,0,0,100%,67%,1,2,0,0,0,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,3,5,9,8,7,5,4,14,15,17,21,21,25,26,26,28,26,29,0v2
Xherdan Shaqiri,STOKE,HULLCITYvSTOKE,3,72%,5,8,2,7,0%,0%,1,0,0,0,0,0,0,2,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,-4,-7,-8,-13,-11,35,35,34,38,77,72,70,82,89,88,88,90,86,0v2
Marko Arnautovic,STOKE,HULLCITYvSTOKE,2,83%,2,1,0,5,100%,0%,0,2,1,0,1,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,1,2,6,5,2,4,5,4,-1,-2,-5,-4,-1,3,7,10,11,2,0v2
Wilfried Bony,STOKE,HULLCITYvSTOKE,3,81%,0,0,0,2,0%,33%,0,1,2,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,1,0,0,2,-4,-2,8,7,4,4,11,6,7,7,9,4,4,4,4,4,0v2
Shay Given,STOKE,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Marc Muniesa,STOKE,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Charlie Adam,STOKE,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Mame Biram Diouf,STOKE,HULLCITYvSTOKE,0,17%,0,0,0,0,0%,67%,1,1,1,0,0,1,0,0,0,22.10.2016,KCOM Stadium,English Premier League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0v2
Jonathan Walters,STOKE,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Peter Crouch,STOKE,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Bojan,STOKE,HULLCITYvSTOKE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,KCOM Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0v2
Kasper Schmeichel,LEICESTER,LEICESTERvC.PALACE,0,50%,0,0,0,0,0%,0%,0,1,0,0,0,0,5,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,1,2,1,0,0,0,-1,-2,-3,1,3,4,4,18,19,19,9,25,3v1
Wes Morgan,LEICESTER,LEICESTERvC.PALACE,0,67%,0,0,0,0,100%,40%,0,10,0,0,0,4,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,1,1,2,4,6,7,7,6,6,5,6,6,7,9,7,8,0,12,3v1
Robert Huth,LEICESTER,LEICESTERvC.PALACE,1,65%,0,0,0,0,50%,57%,1,11,0,0,0,3,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,9,6,0,2,3,2,7,9,11,10,12,12,12,11,20,23,16,20,3v1
Danny Simpson,LEICESTER,LEICESTERvC.PALACE,0,74%,1,1,0,0,20%,0%,1,5,1,0,3,1,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,0,-5,-2,-2,1,1,4,8,-1,12,12,13,13,15,17,19,7,-8,3v1
Christian Fuchs,LEICESTER,LEICESTERvC.PALACE,1,78%,2,6,1,0,38%,40%,1,9,1,0,5,6,0,1,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,-1,2,0,8,7,13,15,16,9,1,7,8,9,11,13,81,73,64,3v1
Daniel Drinkwater,LEICESTER,LEICESTERvC.PALACE,1,79%,1,1,0,3,0%,100%,2,4,2,0,0,0,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,1,3,2,2,9,13,18,15,7,14,13,24,28,28,18,18,16,7,3v1
Andy King,LEICESTER,LEICESTERvC.PALACE,0,82%,2,0,0,0,0%,50%,2,3,2,0,0,3,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,6,5,3,4,4,5,16,15,20,14,7,7,7,8,10,1,0,2,3v1
Riyad Mahrez,LEICESTER,LEICESTERvC.PALACE,5,86%,0,7,0,8,25%,0%,0,1,0,0,0,2,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,0,-6,-8,-7,-6,2,23,14,13,12,14,13,11,13,12,10,12,10,3v1
Ahmed Musa,LEICESTER,LEICESTERvC.PALACE,1,64%,1,2,0,7,50%,0%,1,0,2,0,0,2,0,1,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,0,-5,-8,-13,-7,-4,-4,-3,38,36,43,45,44,45,45,44,44,44,3v1
Islam Slimani,LEICESTER,LEICESTERvC.PALACE,4,63%,2,0,0,1,100%,56%,0,0,0,0,0,1,0,0,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,5,8,8,6,2,1,2,0,10,4,5,7,7,9,9,9,9,9,3v1
Shinji Okazaki,LEICESTER,LEICESTERvC.PALACE,3,82%,1,0,0,0,22%,25%,0,0,2,0,0,1,0,1,0,22.10.2016,King Power Stadium,English Premier League,1,1,0,-5,-6,-5,-5,-5,-7,-7,-6,-6,-6,-15,-17,9,0,0,4,0,-11,3v1
Ron-Robert Zieler,LEICESTER,LEICESTERvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,King Power Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
Marc Albrighton,LEICESTER,LEICESTERvC.PALACE,0,0%,0,0,0,0,0%,0%,0,0,0,0,0,0,0,0,0,22.10.2016,King Power Stadium,English Premier League,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3v1
